id,id_index,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,periode_update,kategori,jumlah,satuan,tahun
14,4014,35,JAWA TIMUR,3575,KOTA PASURUAN,2024,PERSENTASE USAHA KECIL,0.01,UNIT USAHA,2024
14,4114,35,JAWA TIMUR,3575,KOTA PASURUAN,2024,PERSENTASE USAHA MENENGAH,0.0,UNIT USAHA,2024
14,4214,35,JAWA TIMUR,3575,KOTA PASURUAN,2024,PERSENTASE USAHA MIKRO,99.99,UNIT USAHA,2024
15,4315,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2024,PERSENTASE USAHA KECIL,0.07,UNIT USAHA,2024
15,4415,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2024,PERSENTASE USAHA MENENGAH,0.01,UNIT USAHA,2024
15,4515,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2024,PERSENTASE USAHA MIKRO,99.92,UNIT USAHA,2024
16,4616,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2024,PERSENTASE USAHA KECIL,0.05,UNIT USAHA,2024
16,4716,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2024,PERSENTASE USAHA MENENGAH,0.01,UNIT USAHA,2024
16,4816,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2024,PERSENTASE USAHA MIKRO,99.94,UNIT USAHA,2024
17,4917,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2024,PERSENTASE USAHA KECIL,0.04,UNIT USAHA,2024
17,5017,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2024,PERSENTASE USAHA MENENGAH,0.01,UNIT USAHA,2024
17,5117,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2024,PERSENTASE USAHA MIKRO,99.95,UNIT USAHA,2024
18,5218,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2024,PERSENTASE USAHA KECIL,0.07,UNIT USAHA,2024
18,5318,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2024,PERSENTASE USAHA MENENGAH,0.01,UNIT USAHA,2024
18,5418,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2024,PERSENTASE USAHA MIKRO,99.92,UNIT USAHA,2024
19,5519,35,JAWA TIMUR,3577,KOTA MADIUN,2024,PERSENTASE USAHA KECIL,0.19,UNIT USAHA,2024
19,5619,35,JAWA TIMUR,3577,KOTA MADIUN,2024,PERSENTASE USAHA MENENGAH,0.01,UNIT USAHA,2024
19,5719,35,JAWA TIMUR,3577,KOTA MADIUN,2024,PERSENTASE USAHA MIKRO,99.8,UNIT USAHA,2024
20,5820,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2024,PERSENTASE USAHA KECIL,0.02,UNIT USAHA,2024
20,5920,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2024,PERSENTASE USAHA MENENGAH,0.01,UNIT USAHA,2024
20,6020,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2024,PERSENTASE USAHA MIKRO,99.97,UNIT USAHA,2024
21,6121,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2024,PERSENTASE USAHA KECIL,0.01,UNIT USAHA,2024
21,6221,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2024,PERSENTASE USAHA MENENGAH,0.0,UNIT USAHA,2024
21,6321,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2024,PERSENTASE USAHA MIKRO,99.99,UNIT USAHA,2024
22,6422,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2024,PERSENTASE USAHA KECIL,0.04,UNIT USAHA,2024
22,6522,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2024,PERSENTASE USAHA MENENGAH,0.02,UNIT USAHA,2024
22,6622,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2024,PERSENTASE USAHA MIKRO,99.94,UNIT USAHA,2024
23,6723,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2024,PERSENTASE USAHA KECIL,0.01,UNIT USAHA,2024
23,6823,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2024,PERSENTASE USAHA MENENGAH,0.0,UNIT USAHA,2024
23,6923,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2024,PERSENTASE USAHA MIKRO,99.99,UNIT USAHA,2024
24,7024,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2024,PERSENTASE USAHA KECIL,0.01,UNIT USAHA,2024
24,7124,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2024,PERSENTASE USAHA MENENGAH,0.0,UNIT USAHA,2024
24,7224,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2024,PERSENTASE USAHA MIKRO,99.99,UNIT USAHA,2024
25,7325,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2024,PERSENTASE USAHA KECIL,0.01,UNIT USAHA,2024
25,7425,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2024,PERSENTASE USAHA MENENGAH,0.01,UNIT USAHA,2024
25,7525,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2024,PERSENTASE USAHA MIKRO,99.98,UNIT USAHA,2024
26,7626,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2024,PERSENTASE USAHA KECIL,0.36,UNIT USAHA,2024
26,7726,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2024,PERSENTASE USAHA MENENGAH,0.08,UNIT USAHA,2024
26,7826,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2024,PERSENTASE USAHA MIKRO,99.56,UNIT USAHA,2024
27,7927,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2024,PERSENTASE USAHA KECIL,0.36,UNIT USAHA,2024
27,8027,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2024,PERSENTASE USAHA MENENGAH,0.05,UNIT USAHA,2024
27,8127,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2024,PERSENTASE USAHA MIKRO,99.59,UNIT USAHA,2024
28,8228,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2024,PERSENTASE USAHA KECIL,0.1,UNIT USAHA,2024
28,8328,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2024,PERSENTASE USAHA MENENGAH,0.04,UNIT USAHA,2024
28,8428,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2024,PERSENTASE USAHA MIKRO,99.86,UNIT USAHA,2024
29,8529,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2024,PERSENTASE USAHA KECIL,0.07,UNIT USAHA,2024
29,8629,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2024,PERSENTASE USAHA MENENGAH,0.06,UNIT USAHA,2024
29,8729,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2024,PERSENTASE USAHA MIKRO,99.87,UNIT USAHA,2024
30,8830,35,JAWA TIMUR,3571,KOTA KEDIRI,2024,PERSENTASE USAHA KECIL,1.36,UNIT USAHA,2024
30,8930,35,JAWA TIMUR,3571,KOTA KEDIRI,2024,PERSENTASE USAHA MENENGAH,0.16,UNIT USAHA,2024
30,9030,35,JAWA TIMUR,3571,KOTA KEDIRI,2024,PERSENTASE USAHA MIKRO,98.47,UNIT USAHA,2024
31,9131,35,JAWA TIMUR,3572,KOTA BLITAR,2024,PERSENTASE USAHA KECIL,1.22,UNIT USAHA,2024
31,9231,35,JAWA TIMUR,3572,KOTA BLITAR,2024,PERSENTASE USAHA MENENGAH,0.18,UNIT USAHA,2024
31,9331,35,JAWA TIMUR,3572,KOTA BLITAR,2024,PERSENTASE USAHA MIKRO,98.6,UNIT USAHA,2024
32,9432,35,JAWA TIMUR,3573,KOTA MALANG,2024,PERSENTASE USAHA KECIL,0.12,UNIT USAHA,2024
32,9532,35,JAWA TIMUR,3573,KOTA MALANG,2024,PERSENTASE USAHA MENENGAH,0.16,UNIT USAHA,2024
32,9632,35,JAWA TIMUR,3573,KOTA MALANG,2024,PERSENTASE USAHA MIKRO,99.72,UNIT USAHA,2024
33,9733,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2024,PERSENTASE USAHA KECIL,1.09,UNIT USAHA,2024
33,9833,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2024,PERSENTASE USAHA MENENGAH,0.11,UNIT USAHA,2024
33,9933,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2024,PERSENTASE USAHA MIKRO,98.8,UNIT USAHA,2024
34,10034,35,JAWA TIMUR,3575,KOTA PASURUAN,2024,PERSENTASE USAHA KECIL,0.74,UNIT USAHA,2024
34,10134,35,JAWA TIMUR,3575,KOTA PASURUAN,2024,PERSENTASE USAHA MENENGAH,0.06,UNIT USAHA,2024
34,10234,35,JAWA TIMUR,3575,KOTA PASURUAN,2024,PERSENTASE USAHA MIKRO,99.2,UNIT USAHA,2024
35,10335,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2024,PERSENTASE USAHA KECIL,1.36,UNIT USAHA,2024
35,10435,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2024,PERSENTASE USAHA MENENGAH,0.25,UNIT USAHA,2024
35,10535,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2024,PERSENTASE USAHA MIKRO,98.39,UNIT USAHA,2024
36,10636,35,JAWA TIMUR,3577,KOTA MADIUN,2024,PERSENTASE USAHA KECIL,1.14,UNIT USAHA,2024
36,10736,35,JAWA TIMUR,3577,KOTA MADIUN,2024,PERSENTASE USAHA MENENGAH,0.13,UNIT USAHA,2024
36,10836,35,JAWA TIMUR,3577,KOTA MADIUN,2024,PERSENTASE USAHA MIKRO,98.74,UNIT USAHA,2024
37,10937,35,JAWA TIMUR,3578,KOTA SURABAYA,2024,PERSENTASE USAHA KECIL,0.03,UNIT USAHA,2024
37,11037,35,JAWA TIMUR,3578,KOTA SURABAYA,2024,PERSENTASE USAHA MENENGAH,0.02,UNIT USAHA,2024
37,11137,35,JAWA TIMUR,3578,KOTA SURABAYA,2024,PERSENTASE USAHA MIKRO,99.95,UNIT USAHA,2024
38,11238,35,JAWA TIMUR,3579,KOTA BATU,2024,PERSENTASE USAHA KECIL,0.97,UNIT USAHA,2024
38,11338,35,JAWA TIMUR,3579,KOTA BATU,2024,PERSENTASE USAHA MENENGAH,0.08,UNIT USAHA,2024
38,11438,35,JAWA TIMUR,3579,KOTA BATU,2024,PERSENTASE USAHA MIKRO,98.95,UNIT USAHA,2024
39,11539,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2025,PERSENTASE USAHA KECIL,0.01,UNIT USAHA,2025
39,11639,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2025,PERSENTASE USAHA MENENGAH,0.02,UNIT USAHA,2025
39,11739,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2025,PERSENTASE USAHA MIKRO,99.97,UNIT USAHA,2025
40,11840,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2025,PERSENTASE USAHA KECIL,0.08,UNIT USAHA,2025
40,11940,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2025,PERSENTASE USAHA MENENGAH,0.02,UNIT USAHA,2025
40,12040,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2025,PERSENTASE USAHA MIKRO,99.89,UNIT USAHA,2025
41,12141,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2025,PERSENTASE USAHA KECIL,0.0,UNIT USAHA,2025
41,12241,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2025,PERSENTASE USAHA MENENGAH,0.0,UNIT USAHA,2025
41,12341,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2025,PERSENTASE USAHA MIKRO,100.0,UNIT USAHA,2025
42,12442,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2025,PERSENTASE USAHA KECIL,0.02,UNIT USAHA,2025
42,12542,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2025,PERSENTASE USAHA MENENGAH,0.0,UNIT USAHA,2025
42,12642,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2025,PERSENTASE USAHA MIKRO,99.98,UNIT USAHA,2025
43,12743,35,JAWA TIMUR,3572,KOTA BLITAR,2025,PERSENTASE USAHA KECIL,0.04,UNIT USAHA,2025
43,12843,35,JAWA TIMUR,3572,KOTA BLITAR,2025,PERSENTASE USAHA MENENGAH,0.01,UNIT USAHA,2025
43,12943,35,JAWA TIMUR,3572,KOTA BLITAR,2025,PERSENTASE USAHA MIKRO,99.95,UNIT USAHA,2025
44,13044,35,JAWA TIMUR,3571,KOTA KEDIRI,2025,PERSENTASE USAHA KECIL,0.06,UNIT USAHA,2025
