Bulan,
,Inflasi Tahun ke Tahun (Y o Y) (Persen)
,2022
Januari,2.6
Februari,2.42
Maret,3.04
April,4.01
Mei,4.24
Juni,4.92
Juli,5.39
Agustus,5.2
September,6.8
Oktober,6.65
November,6.62
Desember,6.52
