id,id_index,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,periode_update,kategori,jumlah,satuan,tahun
23,4623,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2023,JUMLAH UNIT,4.0,UNIT,2023
24,4724,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2023,JUMLAH KURSI,10.983,UNIT,2023
24,4824,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2023,JUMLAH UNIT,230.0,UNIT,2023
25,4925,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2023,JUMLAH KURSI,8.83,UNIT,2023
25,5025,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2023,JUMLAH UNIT,255.0,UNIT,2023
26,5126,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2023,JUMLAH KURSI,1198.0,UNIT,2023
26,5226,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2023,JUMLAH UNIT,55.0,UNIT,2023
27,5327,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2023,JUMLAH KURSI,3284.0,UNIT,2023
27,5427,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2023,JUMLAH UNIT,119.0,UNIT,2023
28,5528,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2023,JUMLAH KURSI,0.0,UNIT,2023
28,5628,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2023,JUMLAH UNIT,709.0,UNIT,2023
29,5729,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2023,JUMLAH KURSI,0.0,UNIT,2023
29,5829,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2023,JUMLAH UNIT,56.0,UNIT,2023
30,5930,35,JAWA TIMUR,3579,KOTA BATU,2023,JUMLAH KURSI,2430.0,UNIT,2023
30,6030,35,JAWA TIMUR,3579,KOTA BATU,2023,JUMLAH UNIT,32.0,UNIT,2023
31,6131,35,JAWA TIMUR,3572,KOTA BLITAR,2023,JUMLAH KURSI,1.076,UNIT,2023
31,6231,35,JAWA TIMUR,3572,KOTA BLITAR,2023,JUMLAH UNIT,15.0,UNIT,2023
32,6332,35,JAWA TIMUR,3571,KOTA KEDIRI,2023,JUMLAH KURSI,895.0,UNIT,2023
32,6432,35,JAWA TIMUR,3571,KOTA KEDIRI,2023,JUMLAH UNIT,180.0,UNIT,2023
33,6533,35,JAWA TIMUR,3577,KOTA MADIUN,2023,JUMLAH KURSI,0.0,UNIT,2023
33,6633,35,JAWA TIMUR,3577,KOTA MADIUN,2023,JUMLAH UNIT,65.0,UNIT,2023
34,6734,35,JAWA TIMUR,3573,KOTA MALANG,2023,JUMLAH KURSI,0.0,UNIT,2023
34,6834,35,JAWA TIMUR,3573,KOTA MALANG,2023,JUMLAH UNIT,103.0,UNIT,2023
35,6935,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2023,JUMLAH KURSI,0.0,UNIT,2023
