Kabupaten/Kota Se Jawa Timur,
,Indeks Pembangunan Manusia (Hasil Long Form SP2020) Menurut Kabupaten/Kota
,2022
Kabupaten Pacitan,70.19
Kabupaten Ponorogo,72.59
Kabupaten Trenggalek,71.28
Kabupaten Tulungagung,74.14
Kabupaten Blitar,72.25
Kabupaten Kediri,74.2
Kabupaten Malang,72.23
Kabupaten Lumajang,68.48
Kabupaten Jember,69.8
Kabupaten Banyuwangi,73.15
Kabupaten Bondowoso,69.91
Kabupaten Situbondo,69.76
Kabupaten Probolinggo,69.56
Kabupaten Pasuruan,71.29
Kabupaten Sidoarjo,81.37
Kabupaten Mojokerto,75.61
Kabupaten Jombang,74.66
Kabupaten Nganjuk,73.95
Kabupaten Madiun,73.51
Kabupaten Magetan,75.76
Kabupaten Ngawi,72.62
Kabupaten Bojonegoro,71.15
Kabupaten Tuban,70.79
Kabupaten Lamongan,74.83
Kabupaten Gresik,77.62
Kabupaten Bangkalan,66.11
Kabupaten Sampang,65.44
Kabupaten Pamekasan,69.35
Kabupaten Sumenep,68.49
Kota Kediri,80.12
Kota Blitar,80.15
Kota Malang,83.38
Kota Probolinggo,76.08
Kota Pasuruan,77.71
Kota Mojokerto,80.19
Kota Madiun,83.02
Kota Surabaya,83.32
Kota Batu,78.13
Jawa Timur,74.05
