id,id_index,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,periode_update,kategori,jumlah,satuan,tahun
30,5930,35,JAWA TIMUR,3579,KOTA BATU,2018-Q4,JUMLAH KARYAWAN,384.0,ORANG,2018
30,6030,35,JAWA TIMUR,3579,KOTA BATU,2018-Q4,JUMLAH MANAGER,11.0,ORANG,2018
31,6131,35,JAWA TIMUR,3572,KOTA BLITAR,2018-Q4,JUMLAH KARYAWAN,320.0,ORANG,2018
31,6231,35,JAWA TIMUR,3572,KOTA BLITAR,2018-Q4,JUMLAH MANAGER,31.0,ORANG,2018
32,6332,35,JAWA TIMUR,3571,KOTA KEDIRI,2018-Q4,JUMLAH KARYAWAN,1.669,ORANG,2018
32,6432,35,JAWA TIMUR,3571,KOTA KEDIRI,2018-Q4,JUMLAH MANAGER,149.0,ORANG,2018
33,6533,35,JAWA TIMUR,3577,KOTA MADIUN,2018-Q4,JUMLAH KARYAWAN,394.0,ORANG,2018
33,6633,35,JAWA TIMUR,3577,KOTA MADIUN,2018-Q4,JUMLAH MANAGER,17.0,ORANG,2018
34,6734,35,JAWA TIMUR,3573,KOTA MALANG,2018-Q4,JUMLAH KARYAWAN,286.0,ORANG,2018
34,6834,35,JAWA TIMUR,3573,KOTA MALANG,2018-Q4,JUMLAH MANAGER,7.0,ORANG,2018
35,6935,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2018-Q4,JUMLAH KARYAWAN,435.0,ORANG,2018
35,7035,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2018-Q4,JUMLAH MANAGER,23.0,ORANG,2018
36,7136,35,JAWA TIMUR,3575,KOTA PASURUAN,2018-Q4,JUMLAH KARYAWAN,583.0,ORANG,2018
36,7236,35,JAWA TIMUR,3575,KOTA PASURUAN,2018-Q4,JUMLAH MANAGER,40.0,ORANG,2018
37,7337,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2018-Q4,JUMLAH KARYAWAN,3.221,ORANG,2018
37,7437,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2018-Q4,JUMLAH MANAGER,302.0,ORANG,2018
38,7538,35,JAWA TIMUR,3578,KOTA SURABAYA,2018-Q4,JUMLAH KARYAWAN,484.0,ORANG,2018
38,7638,35,JAWA TIMUR,3578,KOTA SURABAYA,2018-Q4,JUMLAH MANAGER,29.0,ORANG,2018
39,7739,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2019-Q4,JUMLAH KARYAWAN,394.0,ORANG,2019
39,7839,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2019-Q4,JUMLAH MANAGER,30.0,ORANG,2019
40,7940,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2019-Q4,JUMLAH KARYAWAN,854.0,ORANG,2019
40,8040,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2019-Q4,JUMLAH MANAGER,61.0,ORANG,2019
41,8141,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2019-Q4,JUMLAH KARYAWAN,687.0,ORANG,2019
41,8241,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2019-Q4,JUMLAH MANAGER,63.0,ORANG,2019
42,8342,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2019-Q4,JUMLAH KARYAWAN,840.0,ORANG,2019
42,8442,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2019-Q4,JUMLAH MANAGER,38.0,ORANG,2019
43,8543,35,JAWA TIMUR,3505,KABUPATEN BLITAR,2019-Q4,JUMLAH KARYAWAN,691.0,ORANG,2019
43,8643,35,JAWA TIMUR,3505,KABUPATEN BLITAR,2019-Q4,JUMLAH MANAGER,59.0,ORANG,2019
44,8744,35,JAWA TIMUR,3506,KABUPATEN KEDIRI,2019-Q4,JUMLAH KARYAWAN,1589.0,ORANG,2019
44,8844,35,JAWA TIMUR,3506,KABUPATEN KEDIRI,2019-Q4,JUMLAH MANAGER,45.0,ORANG,2019
45,8945,35,JAWA TIMUR,3507,KABUPATEN MALANG,2019-Q4,JUMLAH KARYAWAN,4204.0,ORANG,2019
45,9045,35,JAWA TIMUR,3507,KABUPATEN MALANG,2019-Q4,JUMLAH MANAGER,104.0,ORANG,2019
46,9146,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2019-Q4,JUMLAH KARYAWAN,1055.0,ORANG,2019
