id,id_index,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kategori_ekraf,jumlah_usaha,periode_update,satuan,tahun
240,240240,35,JAWA TIMUR,3513,KABUPATEN PROBOLINGGO,FOTOGRAFI,15,2024,UNIT,2024
241,241241,35,JAWA TIMUR,3513,KABUPATEN PROBOLINGGO,KRIYA,30,2024,UNIT,2024
242,242242,35,JAWA TIMUR,3513,KABUPATEN PROBOLINGGO,KULINER,14,2024,UNIT,2024
243,243243,35,JAWA TIMUR,3513,KABUPATEN PROBOLINGGO,MUSIK,1,2024,UNIT,2024
244,244244,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,ARSITEKTUR,3,2024,UNIT,2024
245,245245,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,DESAIN INTERIOR,4,2024,UNIT,2024
246,246246,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,DESAIN KOMUNIKASI VISUAL,1,2024,UNIT,2024
247,247247,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,FASHION,53,2024,UNIT,2024
248,248248,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,"FILM, ANIMASI, DAN VIDEO",11,2024,UNIT,2024
249,249249,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,FOTOGRAFI,15,2024,UNIT,2024
250,250250,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,KRIYA,6,2024,UNIT,2024
251,251251,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,KULINER,11,2024,UNIT,2024
252,252252,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,MUSIK,24,2024,UNIT,2024
253,253253,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,PENERBITAN,2,2024,UNIT,2024
254,254254,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,PENGEMBANG PERMAINAN,2,2024,UNIT,2024
255,255255,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,SENI PERTUNJUKKAN,1,2024,UNIT,2024
256,256256,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,SENI RUPA,8,2024,UNIT,2024
257,257257,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,TELEVISI DAN RADIO,7,2024,UNIT,2024
258,258258,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,DESAIN INTERIOR,1,2024,UNIT,2024
259,259259,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,DESAIN KOMUNIKASI VISUAL,1,2024,UNIT,2024
260,260260,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,DESAIN PRODUK,1,2024,UNIT,2024
261,261261,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,FASHION,21,2024,UNIT,2024
262,262262,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,"FILM, ANIMASI, DAN VIDEO",1,2024,UNIT,2024
263,263263,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,FOTOGRAFI,41,2024,UNIT,2024
264,264264,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,KRIYA,34,2024,UNIT,2024
265,265265,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,KULINER,137,2024,UNIT,2024
266,266266,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,PENERBITAN,2,2024,UNIT,2024
267,267267,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,SENI PERTUNJUKKAN,1,2024,UNIT,2024
268,268268,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,DESAIN PRODUK,1,2024,UNIT,2024
269,269269,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,FASHION,18,2024,UNIT,2024
270,270270,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,FOTOGRAFI,8,2024,UNIT,2024
271,271271,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,KRIYA,27,2024,UNIT,2024
272,272272,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,KULINER,53,2024,UNIT,2024
273,273273,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,MUSIK,1,2024,UNIT,2024
274,274274,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,SENI PERTUNJUKKAN,2,2024,UNIT,2024
275,275275,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,SENI RUPA,2,2024,UNIT,2024
276,276276,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,FOTOGRAFI,1,2024,UNIT,2024
277,277277,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,KULINER,70,2024,UNIT,2024
278,278278,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,MUSIK,136,2024,UNIT,2024
279,279279,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,SENI PERTUNJUKKAN,26,2024,UNIT,2024
280,280280,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,SENI RUPA,3,2024,UNIT,2024
281,281281,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,TELEVISI DAN RADIO,4,2024,UNIT,2024
282,282282,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,APLIKASI,32,2024,UNIT,2024
283,283283,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,ARSITEKTUR,27,2024,UNIT,2024
284,284284,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,DESAIN INTERIOR,15,2024,UNIT,2024
285,285285,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,DESAIN KOMUNIKASI VISUAL,17,2024,UNIT,2024
286,286286,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,DESAIN PRODUK,12,2024,UNIT,2024
287,287287,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,FASHION,149,2024,UNIT,2024
288,288288,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,"FILM, ANIMASI, DAN VIDEO",10,2024,UNIT,2024
289,289289,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,FOTOGRAFI,196,2024,UNIT,2024
290,290290,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,KRIYA,522,2024,UNIT,2024
291,291291,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,KULINER,645,2024,UNIT,2024
292,292292,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,MUSIK,21,2024,UNIT,2024
293,293293,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,PENERBITAN,40,2024,UNIT,2024
294,294294,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,PENGEMBANG PERMAINAN,1,2024,UNIT,2024
295,295295,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,PERIKLANAN,29,2024,UNIT,2024
296,296296,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,SENI PERTUNJUKKAN,490,2024,UNIT,2024
297,297297,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,SENI RUPA,42,2024,UNIT,2024
298,298298,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,TELEVISI DAN RADIO,37,2024,UNIT,2024
299,299299,35,JAWA TIMUR,3523,KABUPATEN TUBAN,APLIKASI,5,2024,UNIT,2024
300,300300,35,JAWA TIMUR,3523,KABUPATEN TUBAN,ARSITEKTUR,13,2024,UNIT,2024
301,301301,35,JAWA TIMUR,3523,KABUPATEN TUBAN,DESAIN INTERIOR,2,2024,UNIT,2024
302,302302,35,JAWA TIMUR,3523,KABUPATEN TUBAN,DESAIN KOMUNIKASI VISUAL,33,2024,UNIT,2024
303,303303,35,JAWA TIMUR,3523,KABUPATEN TUBAN,DESAIN PRODUK,5,2024,UNIT,2024
304,304304,35,JAWA TIMUR,3523,KABUPATEN TUBAN,FASHION,68,2024,UNIT,2024
305,305305,35,JAWA TIMUR,3523,KABUPATEN TUBAN,"FILM, ANIMASI, DAN VIDEO",12,2024,UNIT,2024
306,306306,35,JAWA TIMUR,3523,KABUPATEN TUBAN,FOTOGRAFI,19,2024,UNIT,2024
307,307307,35,JAWA TIMUR,3523,KABUPATEN TUBAN,KRIYA,44,2024,UNIT,2024
308,308308,35,JAWA TIMUR,3523,KABUPATEN TUBAN,KULINER,79,2024,UNIT,2024
309,309309,35,JAWA TIMUR,3523,KABUPATEN TUBAN,MUSIK,19,2024,UNIT,2024
310,310310,35,JAWA TIMUR,3523,KABUPATEN TUBAN,PENERBITAN,1,2024,UNIT,2024
311,311311,35,JAWA TIMUR,3523,KABUPATEN TUBAN,PERIKLANAN,1,2024,UNIT,2024
312,312312,35,JAWA TIMUR,3523,KABUPATEN TUBAN,SENI PERTUNJUKKAN,7,2024,UNIT,2024
313,313313,35,JAWA TIMUR,3523,KABUPATEN TUBAN,SENI RUPA,64,2024,UNIT,2024
314,314314,35,JAWA TIMUR,3523,KABUPATEN TUBAN,TELEVISI DAN RADIO,2,2024,UNIT,2024
315,315315,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,DESAIN INTERIOR,2,2024,UNIT,2024
316,316316,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,DESAIN PRODUK,2,2024,UNIT,2024
317,317317,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,FASHION,15,2024,UNIT,2024
318,318318,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,FOTOGRAFI,1,2024,UNIT,2024
319,319319,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,KRIYA,51,2024,UNIT,2024
320,320320,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,KULINER,27,2024,UNIT,2024
321,321321,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,MUSIK,1,2024,UNIT,2024
322,322322,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,SENI PERTUNJUKKAN,1,2024,UNIT,2024
323,323323,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,SENI RUPA,1,2024,UNIT,2024
324,324324,35,JAWA TIMUR,3579,KOTA BATU,APLIKASI,2,2024,UNIT,2024
325,325325,35,JAWA TIMUR,3579,KOTA BATU,ARSITEKTUR,9,2024,UNIT,2024
326,326326,35,JAWA TIMUR,3579,KOTA BATU,DESAIN INTERIOR,7,2024,UNIT,2024
327,327327,35,JAWA TIMUR,3579,KOTA BATU,DESAIN KOMUNIKASI VISUAL,4,2024,UNIT,2024
328,328328,35,JAWA TIMUR,3579,KOTA BATU,DESAIN PRODUK,7,2024,UNIT,2024
329,329329,35,JAWA TIMUR,3579,KOTA BATU,FASHION,46,2024,UNIT,2024
330,330330,35,JAWA TIMUR,3579,KOTA BATU,"FILM, ANIMASI, DAN VIDEO",11,2024,UNIT,2024
331,331331,35,JAWA TIMUR,3579,KOTA BATU,FOTOGRAFI,11,2024,UNIT,2024
332,332332,35,JAWA TIMUR,3579,KOTA BATU,KRIYA,49,2024,UNIT,2024
333,333333,35,JAWA TIMUR,3579,KOTA BATU,KULINER,270,2024,UNIT,2024
334,334334,35,JAWA TIMUR,3579,KOTA BATU,MUSIK,53,2024,UNIT,2024
335,335335,35,JAWA TIMUR,3579,KOTA BATU,PENERBITAN,6,2024,UNIT,2024
336,336336,35,JAWA TIMUR,3579,KOTA BATU,PENGEMBANG PERMAINAN,6,2024,UNIT,2024
337,337337,35,JAWA TIMUR,3579,KOTA BATU,PERIKLANAN,2,2024,UNIT,2024
338,338338,35,JAWA TIMUR,3579,KOTA BATU,SENI PERTUNJUKKAN,322,2024,UNIT,2024
339,339339,35,JAWA TIMUR,3579,KOTA BATU,SENI RUPA,39,2024,UNIT,2024
340,340340,35,JAWA TIMUR,3579,KOTA BATU,TELEVISI DAN RADIO,6,2024,UNIT,2024
341,341341,35,JAWA TIMUR,3572,KOTA BLITAR,APLIKASI,4,2024,UNIT,2024
342,342342,35,JAWA TIMUR,3572,KOTA BLITAR,ARSITEKTUR,3,2024,UNIT,2024
343,343343,35,JAWA TIMUR,3572,KOTA BLITAR,DESAIN INTERIOR,16,2024,UNIT,2024
344,344344,35,JAWA TIMUR,3572,KOTA BLITAR,DESAIN KOMUNIKASI VISUAL,36,2024,UNIT,2024
345,345345,35,JAWA TIMUR,3572,KOTA BLITAR,DESAIN PRODUK,27,2024,UNIT,2024
346,346346,35,JAWA TIMUR,3572,KOTA BLITAR,FASHION,69,2024,UNIT,2024
347,347347,35,JAWA TIMUR,3572,KOTA BLITAR,"FILM, ANIMASI, DAN VIDEO",12,2024,UNIT,2024
348,348348,35,JAWA TIMUR,3572,KOTA BLITAR,FOTOGRAFI,51,2024,UNIT,2024
349,349349,35,JAWA TIMUR,3572,KOTA BLITAR,KRIYA,92,2024,UNIT,2024
350,350350,35,JAWA TIMUR,3572,KOTA BLITAR,KULINER,164,2024,UNIT,2024
351,351351,35,JAWA TIMUR,3572,KOTA BLITAR,MUSIK,20,2024,UNIT,2024
352,352352,35,JAWA TIMUR,3572,KOTA BLITAR,PENERBITAN,12,2024,UNIT,2024
353,353353,35,JAWA TIMUR,3572,KOTA BLITAR,PENGEMBANG PERMAINAN,6,2024,UNIT,2024
354,354354,35,JAWA TIMUR,3572,KOTA BLITAR,PERIKLANAN,9,2024,UNIT,2024
355,355355,35,JAWA TIMUR,3572,KOTA BLITAR,SENI PERTUNJUKKAN,59,2024,UNIT,2024
356,356356,35,JAWA TIMUR,3572,KOTA BLITAR,SENI RUPA,35,2024,UNIT,2024
357,357357,35,JAWA TIMUR,3572,KOTA BLITAR,TELEVISI DAN RADIO,2,2024,UNIT,2024
358,358358,35,JAWA TIMUR,3571,KOTA KEDIRI,FASHION,13,2024,UNIT,2024
359,359359,35,JAWA TIMUR,3571,KOTA KEDIRI,KRIYA,23,2024,UNIT,2024
360,360360,35,JAWA TIMUR,3571,KOTA KEDIRI,KULINER,348,2024,UNIT,2024
361,361361,35,JAWA TIMUR,3577,KOTA MADIUN,ARSITEKTUR,8,2024,UNIT,2024
362,362362,35,JAWA TIMUR,3577,KOTA MADIUN,DESAIN INTERIOR,16,2024,UNIT,2024
363,363363,35,JAWA TIMUR,3577,KOTA MADIUN,DESAIN KOMUNIKASI VISUAL,7,2024,UNIT,2024
364,364364,35,JAWA TIMUR,3577,KOTA MADIUN,DESAIN PRODUK,2,2024,UNIT,2024
365,365365,35,JAWA TIMUR,3577,KOTA MADIUN,FASHION,8,2024,UNIT,2024
366,366366,35,JAWA TIMUR,3577,KOTA MADIUN,FOTOGRAFI,20,2024,UNIT,2024
367,367367,35,JAWA TIMUR,3577,KOTA MADIUN,KRIYA,53,2024,UNIT,2024
368,368368,35,JAWA TIMUR,3577,KOTA MADIUN,KULINER,40,2024,UNIT,2024
369,369369,35,JAWA TIMUR,3577,KOTA MADIUN,MUSIK,65,2024,UNIT,2024
370,370370,35,JAWA TIMUR,3577,KOTA MADIUN,PENERBITAN,1,2024,UNIT,2024
371,371371,35,JAWA TIMUR,3577,KOTA MADIUN,PERIKLANAN,5,2024,UNIT,2024
372,372372,35,JAWA TIMUR,3577,KOTA MADIUN,SENI PERTUNJUKKAN,12,2024,UNIT,2024
373,373373,35,JAWA TIMUR,3577,KOTA MADIUN,SENI RUPA,5,2024,UNIT,2024
374,374374,35,JAWA TIMUR,3577,KOTA MADIUN,TELEVISI DAN RADIO,5,2024,UNIT,2024
375,375375,35,JAWA TIMUR,3573,KOTA MALANG,ARSITEKTUR,31,2024,UNIT,2024
376,376376,35,JAWA TIMUR,3573,KOTA MALANG,DESAIN INTERIOR,22,2024,UNIT,2024
377,377377,35,JAWA TIMUR,3573,KOTA MALANG,DESAIN KOMUNIKASI VISUAL,69,2024,UNIT,2024
378,378378,35,JAWA TIMUR,3573,KOTA MALANG,DESAIN PRODUK,15,2024,UNIT,2024
379,379379,35,JAWA TIMUR,3573,KOTA MALANG,FASHION,1459,2024,UNIT,2024
380,380380,35,JAWA TIMUR,3573,KOTA MALANG,"FILM, ANIMASI, DAN VIDEO",49,2024,UNIT,2024
381,381381,35,JAWA TIMUR,3573,KOTA MALANG,FOTOGRAFI,60,2024,UNIT,2024
382,382382,35,JAWA TIMUR,3573,KOTA MALANG,KRIYA,282,2024,UNIT,2024
383,383383,35,JAWA TIMUR,3573,KOTA MALANG,KULINER,3909,2024,UNIT,2024
384,384384,35,JAWA TIMUR,3573,KOTA MALANG,MUSIK,81,2024,UNIT,2024
385,385385,35,JAWA TIMUR,3573,KOTA MALANG,PENERBITAN,19,2024,UNIT,2024
386,386386,35,JAWA TIMUR,3573,KOTA MALANG,PENGEMBANG PERMAINAN,68,2024,UNIT,2024
387,387387,35,JAWA TIMUR,3573,KOTA MALANG,PERIKLANAN,10,2024,UNIT,2024
388,388388,35,JAWA TIMUR,3573,KOTA MALANG,SENI PERTUNJUKKAN,56,2024,UNIT,2024
389,389389,35,JAWA TIMUR,3573,KOTA MALANG,SENI RUPA,58,2024,UNIT,2024
390,390390,35,JAWA TIMUR,3573,KOTA MALANG,TELEVISI DAN RADIO,42,2024,UNIT,2024
391,391391,35,JAWA TIMUR,3576,KOTA MOJOKERTO,APLIKASI,3,2024,UNIT,2024
392,392392,35,JAWA TIMUR,3576,KOTA MOJOKERTO,DESAIN INTERIOR,5,2024,UNIT,2024
393,393393,35,JAWA TIMUR,3576,KOTA MOJOKERTO,DESAIN KOMUNIKASI VISUAL,11,2024,UNIT,2024
394,394394,35,JAWA TIMUR,3576,KOTA MOJOKERTO,DESAIN PRODUK,1,2024,UNIT,2024
395,395395,35,JAWA TIMUR,3576,KOTA MOJOKERTO,FASHION,91,2024,UNIT,2024
396,396396,35,JAWA TIMUR,3576,KOTA MOJOKERTO,"FILM, ANIMASI, DAN VIDEO",8,2024,UNIT,2024
397,397397,35,JAWA TIMUR,3576,KOTA MOJOKERTO,FOTOGRAFI,14,2024,UNIT,2024
398,398398,35,JAWA TIMUR,3576,KOTA MOJOKERTO,KRIYA,19,2024,UNIT,2024
399,399399,35,JAWA TIMUR,3576,KOTA MOJOKERTO,KULINER,328,2024,UNIT,2024
400,400400,35,JAWA TIMUR,3576,KOTA MOJOKERTO,MUSIK,4,2024,UNIT,2024
401,401401,35,JAWA TIMUR,3576,KOTA MOJOKERTO,PENERBITAN,6,2024,UNIT,2024
402,402402,35,JAWA TIMUR,3576,KOTA MOJOKERTO,PENGEMBANG PERMAINAN,1,2024,UNIT,2024
403,403403,35,JAWA TIMUR,3576,KOTA MOJOKERTO,PERIKLANAN,4,2024,UNIT,2024
404,404404,35,JAWA TIMUR,3576,KOTA MOJOKERTO,SENI PERTUNJUKKAN,3,2024,UNIT,2024
405,405405,35,JAWA TIMUR,3576,KOTA MOJOKERTO,SENI RUPA,2,2024,UNIT,2024
406,406406,35,JAWA TIMUR,3576,KOTA MOJOKERTO,TELEVISI DAN RADIO,4,2024,UNIT,2024
407,407407,35,JAWA TIMUR,3575,KOTA PASURUAN,DESAIN PRODUK,2,2024,UNIT,2024
408,408408,35,JAWA TIMUR,3575,KOTA PASURUAN,FASHION,34,2024,UNIT,2024
409,409409,35,JAWA TIMUR,3575,KOTA PASURUAN,"FILM, ANIMASI, DAN VIDEO",5,2024,UNIT,2024
410,410410,35,JAWA TIMUR,3575,KOTA PASURUAN,FOTOGRAFI,4,2024,UNIT,2024
411,411411,35,JAWA TIMUR,3575,KOTA PASURUAN,KRIYA,83,2024,UNIT,2024
412,412412,35,JAWA TIMUR,3575,KOTA PASURUAN,KULINER,50,2024,UNIT,2024
413,413413,35,JAWA TIMUR,3575,KOTA PASURUAN,MUSIK,3,2024,UNIT,2024
414,414414,35,JAWA TIMUR,3575,KOTA PASURUAN,PENERBITAN,1,2024,UNIT,2024
415,415415,35,JAWA TIMUR,3575,KOTA PASURUAN,PERIKLANAN,6,2024,UNIT,2024
416,416416,35,JAWA TIMUR,3575,KOTA PASURUAN,SENI PERTUNJUKKAN,13,2024,UNIT,2024
417,417417,35,JAWA TIMUR,3575,KOTA PASURUAN,SENI RUPA,3,2024,UNIT,2024
418,418418,35,JAWA TIMUR,3575,KOTA PASURUAN,TELEVISI DAN RADIO,1,2024,UNIT,2024
419,419419,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,ARSITEKTUR,4,2024,UNIT,2024
420,420420,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,DESAIN KOMUNIKASI VISUAL,3,2024,UNIT,2024
421,421421,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,FASHION,4,2024,UNIT,2024
422,422422,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,"FILM, ANIMASI, DAN VIDEO",7,2024,UNIT,2024
423,423423,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,FOTOGRAFI,5,2024,UNIT,2024
424,424424,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,KRIYA,22,2024,UNIT,2024
425,425425,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,KULINER,32,2024,UNIT,2024
426,426426,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,MUSIK,3,2024,UNIT,2024
427,427427,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,PENGEMBANG PERMAINAN,2,2024,UNIT,2024
428,428428,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,SENI RUPA,3,2024,UNIT,2024
429,429429,35,JAWA TIMUR,3578,KOTA SURABAYA,APLIKASI,14,2024,UNIT,2024
430,430430,35,JAWA TIMUR,3578,KOTA SURABAYA,ARSITEKTUR,2,2024,UNIT,2024
431,431431,35,JAWA TIMUR,3578,KOTA SURABAYA,DESAIN INTERIOR,5,2024,UNIT,2024
432,432432,35,JAWA TIMUR,3578,KOTA SURABAYA,DESAIN KOMUNIKASI VISUAL,5,2024,UNIT,2024
433,433433,35,JAWA TIMUR,3578,KOTA SURABAYA,DESAIN PRODUK,11,2024,UNIT,2024
434,434434,35,JAWA TIMUR,3578,KOTA SURABAYA,FASHION,62,2024,UNIT,2024
435,435435,35,JAWA TIMUR,3578,KOTA SURABAYA,"FILM, ANIMASI, DAN VIDEO",9,2024,UNIT,2024
436,436436,35,JAWA TIMUR,3578,KOTA SURABAYA,FOTOGRAFI,4,2024,UNIT,2024
437,437437,35,JAWA TIMUR,3578,KOTA SURABAYA,KRIYA,78,2024,UNIT,2024
438,438438,35,JAWA TIMUR,3578,KOTA SURABAYA,KULINER,352,2024,UNIT,2024
439,439439,35,JAWA TIMUR,3578,KOTA SURABAYA,MUSIK,4,2024,UNIT,2024
440,440440,35,JAWA TIMUR,3578,KOTA SURABAYA,PENGEMBANG PERMAINAN,1,2024,UNIT,2024
441,441441,35,JAWA TIMUR,3578,KOTA SURABAYA,PERIKLANAN,5,2024,UNIT,2024
442,442442,35,JAWA TIMUR,3578,KOTA SURABAYA,SENI PERTUNJUKKAN,11,2024,UNIT,2024
443,443443,35,JAWA TIMUR,3578,KOTA SURABAYA,SENI RUPA,3,2024,UNIT,2024
444,444444,35,JAWA TIMUR,3578,KOTA SURABAYA,TELEVISI DAN RADIO,27,2024,UNIT,2024
