periode,status_penanaman_modal,regional,negara,sektor_utama,nama_sektor,deskripsi_kbli_2digit,provinsi,kabupaten_kota,jawa_luar_jawa,pulau,investasi_rp_juta,investasi_us_ribu,tki
2022 - Triwulan 2,PMA,Afrika,Mauritius,Sektor Sekunder,Industri Makanan,(12-2015) Industri pengolahan tembakau,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,4250.9,296.2,0
2022 - Triwulan 2,PMA,Afrika,Mesir,Sektor Tersier,Perdagangan dan Reparasi,"(46-2020) Perdagangan Besar, Bukan Mobil Dan Sepeda Motor",Jawa Timur,Kabupaten Lamongan,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Afrika,Seychelles,Sektor Sekunder,Industri Karet dan Plastik,"(22-2020) Industri Karet, Barang Dari Karet Dan Plastik",Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,3
2022 - Triwulan 2,PMA,Afrika,Seychelles,Sektor Sekunder,Industri Kimia Dan Farmasi,(20-2020) Industri Bahan Kimia Dan Barang Dari Bahan Kimia,Jawa Timur,Kabupaten Gresik,Jawa,Jawa,384.3,26.8,0
2022 - Triwulan 2,PMA,Afrika,Seychelles,Sektor Sekunder,Industri Kimia Dan Farmasi,(20-2020) Industri Bahan Kimia Dan Barang Dari Bahan Kimia,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Afrika,Seychelles,Sektor Sekunder,Industri Tekstil,(13-2020) Industri tekstil,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Afrika,Seychelles,Sektor Tersier,Hotel dan Restoran,(55-2020) Penyediaan Akomodasi,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Afrika,Seychelles,Sektor Tersier,Perdagangan dan Reparasi,"(46-2020) Perdagangan Besar, Bukan Mobil Dan Sepeda Motor",Jawa Timur,Kabupaten Gresik,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Afrika,Seychelles,Sektor Tersier,Perdagangan dan Reparasi,"(46-2020) Perdagangan Besar, Bukan Mobil Dan Sepeda Motor",Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Amerika,Amerika Serikat,Sektor Primer,Pertambangan,(06-2020) Pertambangan Minyak Bumi dan Gas Alam Dan Panas Bumi,Jawa Timur,Kabupaten Bondowoso,Jawa,Jawa,16926.6,1179.6,3
2022 - Triwulan 2,PMA,Amerika,Amerika Serikat,Sektor Primer,Pertambangan,(07-2020) Pertambangan Bijih Logam,Jawa Timur,Kabupaten Gresik,Jawa,Jawa,4570425.1,318496.5,1881
2022 - Triwulan 2,PMA,Amerika,Amerika Serikat,Sektor Primer,Pertambangan,(09-2020) Aktivitas Jasa Penunjang Pertambangan,Jawa Timur,Kabupaten Bojonegoro,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Amerika,Amerika Serikat,Sektor Sekunder,Industri Kayu,"(16-2020) Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya",Jawa Timur,Kabupaten Jombang,Jawa,Jawa,18000,1254.4,235
2022 - Triwulan 2,PMA,Amerika,Amerika Serikat,Sektor Sekunder,Industri Kendaraan Bermotor dan Alat Transportasi Lain,"(29-2020) Industri Kendaraan Bermotor, Trailer Dan Semi Trailer",Jawa Timur,Kabupaten Gresik,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Amerika,Amerika Serikat,Sektor Sekunder,Industri Kimia Dan Farmasi,"(21-2020) Industri Farmasi, Produk Obat Kimia Dan Obat Tradisional",Jawa Timur,Kabupaten Pasuruan,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Amerika,Amerika Serikat,Sektor Sekunder,Industri Lainnya,(31-2020) Industri Furnitur,Jawa Timur,Kabupaten Sidoarjo,Jawa,Jawa,510.4,35.6,0
2022 - Triwulan 2,PMA,Amerika,Amerika Serikat,Sektor Sekunder,Industri Lainnya,(32-2020) Industri pengolahan lainnya,Jawa Timur,Kota Surabaya,Jawa,Jawa,643.3,44.8,6
2022 - Triwulan 2,PMA,Amerika,Amerika Serikat,Sektor Sekunder,"Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya",(24-2020) Industri Logam Dasar,Jawa Timur,Kabupaten Gresik,Jawa,Jawa,193173.1,13461.5,0
2022 - Triwulan 2,PMA,Amerika,Amerika Serikat,Sektor Sekunder,Industri Makanan,(12-2020) Industri Pengolahan Tembakau,Jawa Timur,Kabupaten Jember,Jawa,Jawa,296.1,20.7,0
2022 - Triwulan 2,PMA,Amerika,Amerika Serikat,Sektor Sekunder,Industri Mineral Non Logam,(23-2020) Industri Barang Galian Bukan Logam,Jawa Timur,Kabupaten Malang,Jawa,Jawa,0,0,3
2022 - Triwulan 2,PMA,Amerika,Amerika Serikat,Sektor Sekunder,Industri Mineral Non Logam,(23-2020) Industri Barang Galian Bukan Logam,Jawa Timur,Kabupaten Tulungagung,Jawa,Jawa,113.8,7.9,0
2022 - Triwulan 2,PMA,Amerika,Amerika Serikat,Sektor Tersier,Jasa Lainnya,(63-2020) Aktivitas Jasa Informasi,Jawa Timur,Kota Surabaya,Jawa,Jawa,902.9,62.9,18
2022 - Triwulan 2,PMA,Amerika,Amerika Serikat,Sektor Tersier,Jasa Lainnya,(70-2020) Aktivitas Kantor Pusat dan Konsultasi Manajemen,Jawa Timur,Kota Surabaya,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Amerika,Amerika Serikat,Sektor Tersier,Perdagangan dan Reparasi,"(46-2020) Perdagangan Besar, Bukan Mobil Dan Sepeda Motor",Jawa Timur,Kabupaten Sidoarjo,Jawa,Jawa,137234.7,9563.4,0
2022 - Triwulan 2,PMA,Amerika,Amerika Serikat,Sektor Tersier,Perdagangan dan Reparasi,"(46-2020) Perdagangan Besar, Bukan Mobil Dan Sepeda Motor",Jawa Timur,Kota Surabaya,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Amerika,Amerika Serikat,Sektor Tersier,Perdagangan dan Reparasi,"(47-2020) Perdagangan Eceran, Bukan Mobil Dan Motor",Jawa Timur,Kota Surabaya,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Amerika,Bermuda,Sektor Sekunder,Industri Kimia Dan Farmasi,(20-2020) Industri Bahan Kimia Dan Barang Dari Bahan Kimia,Jawa Timur,Kabupaten Gresik,Jawa,Jawa,1610,112.2,0
2022 - Triwulan 2,PMA,Amerika,Brasil,Sektor Sekunder,Industri Barang dari Kulit dan Alas Kaki,"(15-2020) Industri Kulit, Barang dari Kulit dan Alas Kaki",Jawa Timur,Kabupaten Sidoarjo,Jawa,Jawa,10000,696.9,0
2022 - Triwulan 2,PMA,Amerika,Kepulauan Cayman,Sektor Sekunder,Industri Karet dan Plastik,"(22-2020) Industri Karet, Barang Dari Karet Dan Plastik",Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,25120.9,1750.6,0
2022 - Triwulan 2,PMA,Amerika,Kepulauan Cayman,Sektor Sekunder,Industri Kimia Dan Farmasi,(20-2020) Industri Bahan Kimia Dan Barang Dari Bahan Kimia,Jawa Timur,Kabupaten Gresik,Jawa,Jawa,5795.6,403.9,3
2022 - Triwulan 2,PMA,Amerika,Kepulauan Cayman,Sektor Sekunder,Industri Makanan,(11-2020) Industri Minuman,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,66115.6,4607.4,0
2022 - Triwulan 2,PMA,Amerika,Kepulauan Cayman,Sektor Tersier,Jasa Lainnya,(70-2020) Aktivitas Kantor Pusat dan Konsultasi Manajemen,Jawa Timur,Kabupaten Jember,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Amerika,Kepulauan Cayman,Sektor Tersier,Jasa Lainnya,(70-2020) Aktivitas Kantor Pusat dan Konsultasi Manajemen,Jawa Timur,Kota Kediri,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Amerika,Kepulauan Cayman,Sektor Tersier,Jasa Lainnya,(70-2020) Aktivitas Kantor Pusat dan Konsultasi Manajemen,Jawa Timur,Kota Malang,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Amerika,Kepulauan Cayman,Sektor Tersier,Jasa Lainnya,(70-2020) Aktivitas Kantor Pusat dan Konsultasi Manajemen,Jawa Timur,Kota Surabaya,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Amerika,Kepulauan Virgin Inggris,Sektor Sekunder,Industri Barang dari Kulit dan Alas Kaki,"(15-2020) Industri Kulit, Barang dari Kulit dan Alas Kaki",Jawa Timur,Kabupaten Nganjuk,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Amerika,Kepulauan Virgin Inggris,Sektor Sekunder,Industri Makanan,(10-2020) Industri Makanan,Jawa Timur,Kabupaten Gresik,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Amerika,Kepulauan Virgin Inggris,Sektor Sekunder,Industri Makanan,(10-2020) Industri Makanan,Jawa Timur,Kabupaten Pasuruan,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Amerika,Kepulauan Virgin Inggris,Sektor Sekunder,Industri Makanan,(10-2020) Industri Makanan,Jawa Timur,Kabupaten Sidoarjo,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Amerika,Kepulauan Virgin Inggris,Sektor Sekunder,Industri Makanan,(10-2020) Industri Makanan,Jawa Timur,Kota Surabaya,Jawa,Jawa,997.9,69.5,0
2022 - Triwulan 2,PMA,Amerika,Kepulauan Virgin Inggris,Sektor Tersier,Jasa Lainnya,(86-2015) Aktivitas kesehatan manusia,Jawa Timur,Kota Surabaya,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Amerika,Kepulauan Virgin Inggris,Sektor Tersier,Perdagangan dan Reparasi,"(46-2020) Perdagangan Besar, Bukan Mobil Dan Sepeda Motor",Jawa Timur,Kabupaten Sidoarjo,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Sekunder,Industri Barang dari Kulit dan Alas Kaki,"(15-2020) Industri Kulit, Barang dari Kulit dan Alas Kaki",Jawa Timur,Kabupaten Pasuruan,Jawa,Jawa,2399,167.2,0
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Sekunder,Industri Karet dan Plastik,"(22-2020) Industri Karet, Barang Dari Karet Dan Plastik",Jawa Timur,Kabupaten Pasuruan,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Sekunder,Industri Kayu,"(16-2020) Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya",Jawa Timur,Kabupaten Sidoarjo,Jawa,Jawa,249122.8,17360.5,689
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Sekunder,Industri Kendaraan Bermotor dan Alat Transportasi Lain,"(29-2020) Industri Kendaraan Bermotor, Trailer Dan Semi Trailer",Jawa Timur,Kabupaten Gresik,Jawa,Jawa,9425.2,656.8,0
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Sekunder,Industri Kertas dan Percetakan,(17-2020) Industri Kertas dan Barang Dari Kertas,Jawa Timur,Kabupaten Sidoarjo,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Sekunder,Industri Kimia Dan Farmasi,(20-2020) Industri Bahan Kimia Dan Barang Dari Bahan Kimia,Jawa Timur,Kabupaten Pasuruan,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Sekunder,Industri Lainnya,(32-2020) Industri pengolahan lainnya,Jawa Timur,Kabupaten Sidoarjo,Jawa,Jawa,0,0,1
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Sekunder,"Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya",(24-2020) Industri Logam Dasar,Jawa Timur,Kabupaten Sidoarjo,Jawa,Jawa,1866286.6,130054.8,0
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Sekunder,Industri Makanan,(10-2020) Industri Makanan,Jawa Timur,Kabupaten Jombang,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Sekunder,Industri Makanan,(10-2020) Industri Makanan,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,5184.9,361.3,0
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Sekunder,Industri Makanan,(10-2020) Industri Makanan,Jawa Timur,Kabupaten Pasuruan,Jawa,Jawa,14.3,1,16
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Sekunder,Industri Makanan,(10-2020) Industri Makanan,Jawa Timur,Kabupaten Sidoarjo,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Sekunder,Industri Mineral Non Logam,(23-2020) Industri Barang Galian Bukan Logam,Jawa Timur,Kabupaten Jember,Jawa,Jawa,5258.5,366.4,0
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Sekunder,Industri Mineral Non Logam,(23-2020) Industri Barang Galian Bukan Logam,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,354.1,24.7,0
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Sekunder,Industri Tekstil,(13-2020) Industri tekstil,Jawa Timur,Kabupaten Pasuruan,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Tersier,Hotel dan Restoran,(56-2020) Penyediaan Makanan Dan Minuman,Jawa Timur,Kota Malang,Jawa,Jawa,5845.1,407.3,22
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Tersier,Hotel dan Restoran,(56-2020) Penyediaan Makanan Dan Minuman,Jawa Timur,Kota Surabaya,Jawa,Jawa,8852.1,616.9,42
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Tersier,Jasa Lainnya,(72-2020) Penelitian Dan Pengembangan Ilmu Pengetahuan,Jawa Timur,Kota Surabaya,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Tersier,Jasa Lainnya,(95-2020) Reparasi Komputer Dan Barang Keperluan Pribadi Dan Perlengkapan Rumah Tangga,Jawa Timur,Kabupaten Sidoarjo,Jawa,Jawa,23.3,1.6,0
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Tersier,Jasa Lainnya,(95-2020) Reparasi Komputer Dan Barang Keperluan Pribadi Dan Perlengkapan Rumah Tangga,Jawa Timur,Kota Kediri,Jawa,Jawa,144,10,0
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Tersier,Jasa Lainnya,(95-2020) Reparasi Komputer Dan Barang Keperluan Pribadi Dan Perlengkapan Rumah Tangga,Jawa Timur,Kota Pasuruan,Jawa,Jawa,36.1,2.5,0
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Tersier,Jasa Lainnya,(95-2020) Reparasi Komputer Dan Barang Keperluan Pribadi Dan Perlengkapan Rumah Tangga,Jawa Timur,Kota Surabaya,Jawa,Jawa,184.7,12.9,0
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Tersier,Konstruksi,(43-2020) Konstruksi Khusus,Jawa Timur,Kabupaten Pasuruan,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Tersier,"Listrik, Gas dan Air","(35-2020) Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",Jawa Timur,Kabupaten Pasuruan,Jawa,Jawa,0,0,0
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Tersier,Perdagangan dan Reparasi,"(46-2020) Perdagangan Besar, Bukan Mobil Dan Sepeda Motor",Jawa Timur,Kabupaten Jember,Jawa,Jawa,518.9,36.2,0
2022 - Triwulan 2,PMA,Asia,"Hongkong, RRT",Sektor Tersier,Perdagangan dan Reparasi,"(46-2020) Perdagangan Besar, Bukan Mobil Dan Sepeda Motor",Jawa Timur,Kabupaten Madiun,Jawa,Jawa,687.9,47.9,0
