periode,status_penanaman_modal,regional,negara,sektor_utama,nama_sektor,deskripsi_kbli_2digit,provinsi,kabupaten_kota,jawa_luar_jawa,pulau,investasi_rp_juta,investasi_us_ribu,tki
2024 - Triwulan 1,PMA,Afrika,Eswatini,Sektor Sekunder,Industri Kimia Dan Farmasi,(20-2020) Industri Bahan Kimia Dan Barang Dari Bahan Kimia,Jawa Timur,Kabupaten Gresik,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Afrika,Maroko,Sektor Tersier,Jasa Lainnya,(63-2020) Aktivitas Jasa Informasi,Jawa Timur,Kota Surabaya,Jawa,Jawa,568.5,37.9,0
2024 - Triwulan 1,PMA,Afrika,Maroko,Sektor Tersier,Jasa Lainnya,(73-2020) Periklanan Dan Penelitian Pasar,Jawa Timur,Kota Surabaya,Jawa,Jawa,324.8,21.7,0
2024 - Triwulan 1,PMA,Afrika,Maroko,Sektor Tersier,Perdagangan dan Reparasi,"(47-2020) Perdagangan Eceran, Bukan Mobil Dan Motor",Jawa Timur,Kota Surabaya,Jawa,Jawa,162.4,10.8,0
2024 - Triwulan 1,PMA,Afrika,Maroko,Sektor Tersier,Perdagangan dan Reparasi,"(47-2020) Perdagangan Eceran, Bukan Mobil Dan Motor",Jawa Timur,Kota Surabaya,Jawa,Jawa,568.5,37.9,0
2024 - Triwulan 1,PMA,Afrika,Mesir,Sektor Sekunder,Industri Kimia Dan Farmasi,(20-2020) Industri Bahan Kimia Dan Barang Dari Bahan Kimia,Jawa Timur,Kabupaten Lamongan,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Afrika,Mesir,Sektor Sekunder,Industri Lainnya,(32-2020) Industri pengolahan lainnya,Jawa Timur,Kabupaten Lamongan,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Afrika,Mesir,Sektor Tersier,Perdagangan dan Reparasi,"(46-2020) Perdagangan Besar, Bukan Mobil Dan Sepeda Motor",Jawa Timur,Kabupaten Lamongan,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Afrika,Mesir,Sektor Tersier,Perdagangan dan Reparasi,"(46-2020) Perdagangan Besar, Bukan Mobil Dan Sepeda Motor",Jawa Timur,Kabupaten Lamongan,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Afrika,Seychelles,Sektor Sekunder,Industri Karet dan Plastik,"(22-2020) Industri Karet, Barang Dari Karet Dan Plastik",Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Afrika,Seychelles,Sektor Sekunder,Industri Lainnya,(31-2020) Industri Furnitur,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Afrika,Seychelles,Sektor Sekunder,Industri Lainnya,(31-2020) Industri Furnitur,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Afrika,Seychelles,Sektor Sekunder,Industri Lainnya,(32-2020) Industri pengolahan lainnya,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Afrika,Seychelles,Sektor Sekunder,"Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya",(24-2020) Industri Logam Dasar,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Afrika,Seychelles,Sektor Sekunder,"Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya","(25-2020) Industri Barang Logam, Bukan Mesin Dan Peralatannya",Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Afrika,Seychelles,Sektor Sekunder,"Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya","(25-2020) Industri Barang Logam, Bukan Mesin Dan Peralatannya",Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Afrika,Seychelles,Sektor Sekunder,"Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya","(25-2020) Industri Barang Logam, Bukan Mesin Dan Peralatannya",Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Afrika,Seychelles,Sektor Sekunder,Industri Tekstil,(13-2020) Industri tekstil,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Afrika,Seychelles,Sektor Sekunder,Industri Tekstil,(13-2020) Industri tekstil,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Afrika,Seychelles,Sektor Sekunder,Industri Tekstil,(13-2020) Industri tekstil,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Afrika,Tunisia,Sektor Sekunder,Industri Makanan,(10-2020) Industri Makanan,Jawa Timur,Kota Surabaya,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Afrika,Tunisia,Sektor Tersier,Perdagangan dan Reparasi,"(46-2020) Perdagangan Besar, Bukan Mobil Dan Sepeda Motor",Jawa Timur,Kabupaten Sidoarjo,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Afrika,Tunisia,Sektor Tersier,Perdagangan dan Reparasi,"(46-2020) Perdagangan Besar, Bukan Mobil Dan Sepeda Motor",Jawa Timur,Kota Surabaya,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Afrika,Tunisia,Sektor Tersier,Perdagangan dan Reparasi,"(46-2020) Perdagangan Besar, Bukan Mobil Dan Sepeda Motor",Jawa Timur,Kota Surabaya,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Primer,Pertambangan,(06-2020) Pertambangan Minyak Bumi dan Gas Alam Dan Panas Bumi,Jawa Timur,Kabupaten Bondowoso,Jawa,Jawa,193501.8,12900.1,4
2024 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Primer,Pertambangan,(07-2020) Pertambangan Bijih Logam,Jawa Timur,Kabupaten Gresik,Jawa,Jawa,6686584.1,445772.3,2536
2024 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Sekunder,Industri Kayu,"(16-2020) Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya",Jawa Timur,Kabupaten Jombang,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Sekunder,Industri Kayu,"(16-2020) Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya",Jawa Timur,Kabupaten Jombang,Jawa,Jawa,11.9,0.8,0
2024 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Sekunder,Industri Kimia Dan Farmasi,(20-2020) Industri Bahan Kimia Dan Barang Dari Bahan Kimia,Jawa Timur,Kabupaten Pasuruan,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Sekunder,Industri Kimia Dan Farmasi,(20-2020) Industri Bahan Kimia Dan Barang Dari Bahan Kimia,Jawa Timur,Kota Surabaya,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Sekunder,Industri Lainnya,(31-2020) Industri Furnitur,Jawa Timur,Kabupaten Jombang,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Sekunder,"Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya",(24-2020) Industri Logam Dasar,Jawa Timur,Kabupaten Gresik,Jawa,Jawa,1959185.9,130612.4,0
2024 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Sekunder,Industri Makanan,(10-2020) Industri Makanan,Jawa Timur,Kabupaten Pasuruan,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Sekunder,Industri Makanan,(12-2020) Industri Pengolahan Tembakau,Jawa Timur,Kabupaten Jember,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Sekunder,Industri Mineral Non Logam,(23-2020) Industri Barang Galian Bukan Logam,Jawa Timur,Kabupaten Malang,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Tersier,Jasa Lainnya,(63-2020) Aktivitas Jasa Informasi,Jawa Timur,Kota Surabaya,Jawa,Jawa,62.5,4.2,0
2024 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Tersier,Jasa Lainnya,(95-2020) Reparasi Komputer Dan Barang Keperluan Pribadi Dan Perlengkapan Rumah Tangga,Jawa Timur,Kabupaten Malang,Jawa,Jawa,16.8,1.1,0
2024 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Tersier,"Listrik, Gas dan Air","(35-2020) Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",Jawa Timur,Kabupaten Bondowoso,Jawa,Jawa,158927,10595.1,4
2024 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Tersier,Perdagangan dan Reparasi,"(46-2020) Perdagangan Besar, Bukan Mobil Dan Sepeda Motor",Jawa Timur,Kabupaten Jombang,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Tersier,Perdagangan dan Reparasi,"(46-2020) Perdagangan Besar, Bukan Mobil Dan Sepeda Motor",Jawa Timur,Kabupaten Malang,Jawa,Jawa,31.2,2.1,0
2024 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Tersier,Perdagangan dan Reparasi,"(46-2020) Perdagangan Besar, Bukan Mobil Dan Sepeda Motor",Jawa Timur,Kabupaten Jember,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Tersier,"Perumahan, Kawasan Industri dan Perkantoran",(68-2020) Real Estat,Jawa Timur,Kabupaten Banyuwangi,Jawa,Jawa,459.5,30.6,0
2024 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Tersier,"Transportasi, Gudang dan Telekomunikasi",(52-2020) Pergudangan dan Aktivitas Penunjang Angkutan,Jawa Timur,Kabupaten Jember,Jawa,Jawa,3781.9,252.1,69
2024 - Triwulan 1,PMA,Amerika,Kepulauan Cayman,Sektor Sekunder,Industri Makanan,(10-2020) Industri Makanan,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,1000,66.7,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Cayman,Sektor Sekunder,Industri Makanan,(10-2020) Industri Makanan,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,12,0.8,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Cayman,Sektor Sekunder,Industri Makanan,(11-2020) Industri Minuman,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,110,7.3,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Cayman,Sektor Tersier,Hotel dan Restoran,(56-2020) Penyediaan Makanan Dan Minuman,Jawa Timur,Kota Surabaya,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Cayman,Sektor Tersier,Jasa Lainnya,(70-2020) Aktivitas Kantor Pusat dan Konsultasi Manajemen,Jawa Timur,Kabupaten Jember,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Cayman,Sektor Tersier,Jasa Lainnya,(70-2020) Aktivitas Kantor Pusat dan Konsultasi Manajemen,Jawa Timur,Kota Kediri,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Cayman,Sektor Tersier,Jasa Lainnya,(70-2020) Aktivitas Kantor Pusat dan Konsultasi Manajemen,Jawa Timur,Kota Malang,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Cayman,Sektor Tersier,Jasa Lainnya,(70-2020) Aktivitas Kantor Pusat dan Konsultasi Manajemen,Jawa Timur,Kota Surabaya,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Cayman,Sektor Tersier,Perdagangan dan Reparasi,"(47-2020) Perdagangan Eceran, Bukan Mobil Dan Motor",Jawa Timur,Kabupaten Jember,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Cayman,Sektor Tersier,Perdagangan dan Reparasi,"(47-2020) Perdagangan Eceran, Bukan Mobil Dan Motor",Jawa Timur,Kota Kediri,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Cayman,Sektor Tersier,Perdagangan dan Reparasi,"(47-2020) Perdagangan Eceran, Bukan Mobil Dan Motor",Jawa Timur,Kota Malang,Jawa,Jawa,28.8,1.9,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Cayman,Sektor Tersier,Perdagangan dan Reparasi,"(47-2020) Perdagangan Eceran, Bukan Mobil Dan Motor",Jawa Timur,Kota Surabaya,Jawa,Jawa,375.7,25,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Cayman,Sektor Tersier,"Perumahan, Kawasan Industri dan Perkantoran",(68-2020) Real Estat,Jawa Timur,Kota Malang,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Cayman,Sektor Tersier,"Perumahan, Kawasan Industri dan Perkantoran",(68-2020) Real Estat,Jawa Timur,Kota Surabaya,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Cayman,Sektor Tersier,"Transportasi, Gudang dan Telekomunikasi",(49-2020) Angkutan Darat dan Angkutan melalui Saluran Pipa,Jawa Timur,Kota Surabaya,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Virgin Inggris,Sektor Primer,Pertambangan,(08-2020) Pertambangan dan Penggalian Lainnya,Jawa Timur,Kabupaten Tuban,Jawa,Jawa,200,13.3,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Virgin Inggris,Sektor Sekunder,Industri Kimia Dan Farmasi,(20-2020) Industri Bahan Kimia Dan Barang Dari Bahan Kimia,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Virgin Inggris,Sektor Sekunder,Industri Kimia Dan Farmasi,(20-2020) Industri Bahan Kimia Dan Barang Dari Bahan Kimia,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Virgin Inggris,Sektor Sekunder,Industri Kimia Dan Farmasi,(20-2020) Industri Bahan Kimia Dan Barang Dari Bahan Kimia,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Virgin Inggris,Sektor Sekunder,Industri Mineral Non Logam,(23-2020) Industri Barang Galian Bukan Logam,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Virgin Inggris,Sektor Tersier,Jasa Lainnya,(78-2020) Aktivitas Ketenagakerjaan,Jawa Timur,Kabupaten Tuban,Jawa,Jawa,10100,673.3,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Virgin Inggris,Sektor Tersier,Jasa Lainnya,(78-2020) Aktivitas Ketenagakerjaan,Jawa Timur,Kota Surabaya,Jawa,Jawa,24100,1606.6,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Virgin Inggris,Sektor Tersier,Perdagangan dan Reparasi,"(46-2020) Perdagangan Besar, Bukan Mobil Dan Sepeda Motor",Jawa Timur,Kabupaten Gresik,Jawa,Jawa,0,0,0
2024 - Triwulan 1,PMA,Amerika,Kepulauan Virgin Inggris,Sektor Tersier,Perdagangan dan Reparasi,"(46-2020) Perdagangan Besar, Bukan Mobil Dan Sepeda Motor",Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
