periode,status_penanaman_modal,regional,negara,sektor_utama,nama_sektor,deskripsi_kbli_2digit,provinsi,kabupaten_kota,jawa_luar_jawa,pulau,investasi_rp_juta,investasi_us_ribu,tki
2023 - Triwulan 1,PMA,Afrika,Eswatini,Sektor Sekunder,Industri Kimia Dan Farmasi,(20-2020) Industri Bahan Kimia Dan Barang Dari Bahan Kimia,Jawa Timur,Kabupaten Gresik,Jawa,Jawa,0,0,0
2023 - Triwulan 1,PMA,Afrika,Eswatini,Sektor Tersier,Perdagangan dan Reparasi,(33-2020) Reparasi dan pemasangan mesin dan peralatan,Jawa Timur,Kota Surabaya,Jawa,Jawa,970,65.5,0
2023 - Triwulan 1,PMA,Afrika,Maroko,Sektor Tersier,Jasa Lainnya,(63-2020) Aktivitas Jasa Informasi,Jawa Timur,Kota Surabaya,Jawa,Jawa,223.4,15.1,0
2023 - Triwulan 1,PMA,Afrika,Maroko,Sektor Tersier,Jasa Lainnya,(73-2020) Periklanan Dan Penelitian Pasar,Jawa Timur,Kota Surabaya,Jawa,Jawa,0,0,0
2023 - Triwulan 1,PMA,Afrika,Maroko,Sektor Tersier,Perdagangan dan Reparasi,"(47-2020) Perdagangan Eceran, Bukan Mobil Dan Motor",Jawa Timur,Kota Surabaya,Jawa,Jawa,0,0,0
2023 - Triwulan 1,PMA,Afrika,Mauritius,Sektor Sekunder,Industri Karet dan Plastik,"(22-2020) Industri Karet, Barang Dari Karet Dan Plastik",Jawa Timur,Kabupaten Sidoarjo,Jawa,Jawa,0,0,0
2023 - Triwulan 1,PMA,Afrika,Mauritius,Sektor Sekunder,Industri Kimia Dan Farmasi,(20-2020) Industri Bahan Kimia Dan Barang Dari Bahan Kimia,Jawa Timur,Kabupaten Gresik,Jawa,Jawa,0,0,0
2023 - Triwulan 1,PMA,Afrika,Mauritius,Sektor Tersier,Perdagangan dan Reparasi,"(46-2020) Perdagangan Besar, Bukan Mobil Dan Sepeda Motor",Jawa Timur,Kabupaten Gresik,Jawa,Jawa,0,0,0
2023 - Triwulan 1,PMA,Afrika,Seychelles,Sektor Sekunder,Industri Karet dan Plastik,"(22-2020) Industri Karet, Barang Dari Karet Dan Plastik",Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,12464.3,842.1,82
2023 - Triwulan 1,PMA,Afrika,Seychelles,Sektor Sekunder,Industri Kimia Dan Farmasi,(20-2020) Industri Bahan Kimia Dan Barang Dari Bahan Kimia,Jawa Timur,Kabupaten Gresik,Jawa,Jawa,227.4,15.4,0
2023 - Triwulan 1,PMA,Afrika,Seychelles,Sektor Sekunder,Industri Lainnya,(31-2020) Industri Furnitur,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,58,3.9,0
2023 - Triwulan 1,PMA,Afrika,Seychelles,Sektor Sekunder,Industri Lainnya,(32-2020) Industri pengolahan lainnya,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2023 - Triwulan 1,PMA,Afrika,Seychelles,Sektor Sekunder,"Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya","(25-2020) Industri Barang Logam, Bukan Mesin Dan Peralatannya",Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2023 - Triwulan 1,PMA,Afrika,Seychelles,Sektor Sekunder,Industri Tekstil,(13-2020) Industri tekstil,Jawa Timur,Kabupaten Mojokerto,Jawa,Jawa,0,0,0
2023 - Triwulan 1,PMA,Afrika,Seychelles,Sektor Tersier,Perdagangan dan Reparasi,"(46-2020) Perdagangan Besar, Bukan Mobil Dan Sepeda Motor",Jawa Timur,Kabupaten Gresik,Jawa,Jawa,0,0,0
2023 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Primer,Pertambangan,(06-2020) Pertambangan Minyak Bumi dan Gas Alam Dan Panas Bumi,Jawa Timur,Kabupaten Bondowoso,Jawa,Jawa,6456.1,436.2,8
2023 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Primer,Pertambangan,(07-2020) Pertambangan Bijih Logam,Jawa Timur,Kabupaten Gresik,Jawa,Jawa,4945072.2,334126.5,4342
2023 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Primer,"Tanaman Pangan, Perkebunan, dan Peternakan","(01-2020) Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI",Jawa Timur,Kabupaten Malang,Jawa,Jawa,0,0,0
2023 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Sekunder,Industri Kayu,"(16-2020) Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya",Jawa Timur,Kabupaten Jombang,Jawa,Jawa,0,0,0
2023 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Sekunder,Industri Kayu,"(16-2020) Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya",Jawa Timur,Kabupaten Lumajang,Jawa,Jawa,389,26.3,84
2023 - Triwulan 1,PMA,Amerika,Amerika Serikat,Sektor Sekunder,Industri Kimia Dan Farmasi,(19-2020) Industri Produk Dari Batu Bara dan Pengilangan Minyak Bumi,Jawa Timur,Kabupaten Gresik,Jawa,Jawa,0,0,0
